gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
Frio;"Congeladores Horizontais";"Congeladores Horizontais";Orima;071247;5603883211416;2;"Congelador Horizontal Orima ORS-100-DG";"Capacidade bruta total: 98 L<br />  Super isolada: 60 mm<br />  Interior Alumínio<br />  1 Cesto<br />  Alarme de Temperatura elevada<br />  Dupla Função: Congelador/Refrigerador<br />  Painel de Comando digital<br />  Classe Climática: N/SN/ST/T<br />  Gás/Qty carga: R600a/42g.<br />  Classe: F<br />  Capacidade de congelação: 6Kg/24h<br />  Tempo de aumento da temperatura: 13.5h<br />  Nível Ruído: 40 dB<br />  Consumo anual de energia: 211 Kwh/ano<br />  <br />  Dimensão Produto (AxLxP): 847x550x545 mm<br />  ";110,92;https://www.orima.pt/backoffice/img/front/prods/5603883211416/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211416/5603883211416.png;F
Frio;"Congeladores Horizontais";"Congeladores Horizontais";Orima;071248;5603883211423;2;"Congelador Horizontal Orima ORS-145-DG";"Capacidade bruta total: 142 L<br />  Super isolada: 60 mm<br />  Interior Alumínio<br />  1 Cesto<br />  Alarme de Temperatura elevada<br />  Dupla Função: Congelador/Refrigerador<br />  Painel de Comando digital<br />  Classe Climática: N/SN/ST/T<br />  Gás/Qty carga: R600a/42g.<br />  Classe: F<br />  Capacidade de congelação: 7Kg/24h<br />  tempo de aumento de temperatura: 20h<br />  Nível Ruído: 40 dB<br />  Consumo anual de energia: 228 Kwh/ano<br />  <br />  Dimensão Produto (AxLxP): 847x705x550 mm<br />  ";130,04;https://www.orima.pt/backoffice/img/front/prods/5603883211423/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211423/5603883211423.png;F
Frio;"Congeladores Horizontais";"Congeladores Horizontais";Orima;071249;5603883211430;2;"Congelador Horizontal Orima ORS-251-DG";"Capacidade bruta total: 246 L<br />  Super isolada: 60 mm<br />  Interior Alumínio<br />  1 Cesto<br />  Alarme de Temperatura elevada<br />  Dupla Função: Congelador/Refrigerador<br />  Painel de Comando digital<br />  Classe Climática: N/SN/ST/T<br />  Gás/Qty carga: R600a/56g.<br />  Classe: F<br />  Capacidade de congelação: 12Kg/24h<br />  Tempo de aumento de temperatura: 24h<br />  Nível Ruído: 40 dB<br />  Consumo anual de energia: 269 Kwh/ano<br />  <br />  Dimensão Produto (AxLxP): 845x954x616 mm<br />  ";170,55;https://www.orima.pt/backoffice/img/front/prods/5603883211430/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211430/5603883211430.png;F
Encastre;"Combinados Encastre";"Combinados Encastre 170-179cm";Orima;071411;5603883211713;2;"Combinado Orima ORH-341-BI - Encastre";"Capacidade bruta total:  249 L<br />  Capacidade net do frigorífico: 179 L<br />  Capacidade net do congelador: 70 L<br />  Encastre<br />  Luz interior LED<br />  Protecção anti-bacteriana<br />  Descongelação automática<br />  Portas reversíveis<br />  Prateleiras em vidro<br />  1 gaveta para frutos e vegetais<br />  3 gavetas de congelação<br />  Capacidade de congelação: 3.2Kg/24h<br />  Nível de ruído: 39 dB<br />  Consumo anual de energia: 271 kWh<br />  Classificação energética: F<br />  Dimensões: A1777xL540xP540 mm<br />  <br />  <br />  <br />  ";221,34;https://www.orima.pt/backoffice/img/front/prods/5603883211713/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211713/5603883211713.png;F
Frio;"Frigorificos 1 Porta";"Frigorificos 1p C/cong <120cm";Orima;071505;5603883211348;2;"Frigorifico Orima ORH-102-W";"Capacidade bruta total: 100 L<br />  Capacidade net do frigorífico: 86 L<br />  Capacidade net do congelador: 14 L<br />  Porta reversível<br />  Prateleira em vidro<br />  Gaveta para frutos e vegetais<br />  Capacidade de congelação: 2,4 Kg/24h<br />  Nível de ruído: 40 dB<br />  Consumo anual de energia: 139 kWh<br />  Classificação energética: E<br />  <br />  Dimensões Produto: A850xL500xP580 mm<br />  Dimensões Embalagem: A885xL520xP600 mm<br />  ";111,19;https://www.orima.pt/backoffice/img/front/prods/5603883211348/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211348/5603883211348.png;E
Frio;"Frigorificos 1 Porta";"Frigorificos 1p Cooler 140-149cm";Orima;071506;5603883211447;2;"Frigorifico Orima ORHF-291-X";"Capacidade bruta total: 237 L<br />  Porta reversível<br />  Prateleira em vidro<br />  Luz interior<br />  Descongelação automática<br />  Gavetas para frutos e vegetais<br />  Nível de ruído: 40 dB<br />  Consumo anual de energia: 129 Kwh<br />  Dimensões: A1420xL550xP580mm<br />  Classificação energética: F<br />  <br />  Disponível nas cores: branco e Inox<br />  <br />  <br />  <br />  ";173,92;https://www.orima.pt/backoffice/img/front/prods/5603883211447/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211447/5603883211447.png;F
Frio;"Frigorificos 1 Porta";"Frigorificos 1p Cooler 170-179cm";Orima;071509;5603883211690;2;"Frigorifico Orima ORHF-451-W";"Capacidade bruta total: 335 L<br />  Capacidade net do frigorífico: 330 L<br />  Porta reversível<br />  Pratelleiras em vidro<br />  Luz interior LED<br />  Descongelação automática<br />  Gaveta para frutos e vegetais<br />  Nível de ruído: 42 dB<br />  Consumo anual de energia: 138 Kwh<br />  Dimensões: A1700xL600xP600mm<br />  Classificação energética: F<br />  <br />  Disponível nas cores: branco e Inox<br />  <br />  Possibilidade de Side by Side com Congelador ORHC 330<br />  <br />  <br />  ";232,1;https://www.orima.pt/backoffice/img/front/prods/5603883211690/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211690/5603883211690.png;F
Frio;"Frigorificos 1 Porta";"Frigorificos 1p Cooler 170-179cm";Orima;071511;5603883211706;2;"Frigorifico Orima ORHF-451-X";"Capacidade bruta total: 331 L<br />  Porta reversível<br />  Pratelleiras em vidro<br />  Luz interior LED<br />  Descongelação automática<br />  Gaveta para frutos e vegetais<br />  Nível de ruído: 40 dB<br />  Consumo anual de energia: 143 Kwh<br />  Dimensões: A1700xL600xP600mm<br />  Classificação energética: F<br />  <br />  Disponível nas cores: branco e Inox<br />  <br />  Possibilidade de Side by Side com Congelador ORHC 330<br />  <br />  <br />  ";245,22;https://www.orima.pt/backoffice/img/front/prods/5603883211706/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211706/5603883211706.png;F
Encastre;Fornos;"Fornos Multifunçoes";Aeg;080220;7332543530496;1;"Forno AEG BPE-642120-M";"Largura: 56 cm<br />  Altura: 60 cm<br />  Cumprimento: 55 cm<br />  Peso: 37 kg<br />  Classificação Energética A+<br />  Cor Inox<br />  Capacidade 61 L - 70 L<br />  Dimensões 60 CM";492,53;https://www.orima.pt/backoffice/img/front/prods/7332543530496/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543530496/7332543530496.png;
Encastre;Fornos;"Fornos Piroliticos";Aeg;080224;7332543510177;1;"Forno AEG BPS-331120-M";"Tipologia do produto: Forno elétrico integrável<br />  Tipos de controlo do forno: Escamoteável<br />  Temperaturas: 30°C - 300°C<br />  Limpeza do forno: Pirólise<br />  Dimensões de encastre (AxLxP), em mm: 590x560x550<br />  Classe de eficiência energética ? Forno principal: A+<br />  Número de tabuleiros: 1 tabuleiro para assar esmaltado Combi";347,22;https://www.orima.pt/backoffice/img/front/prods/7332543510177/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543510177/7332543510177.png;
Encastre;Fornos;"Fornos Piroliticos";Aeg;080238;7332543565290;1;"Forno AEG BPE-546120-M";"Forno multifunções com aquecimento com resistência circular<br />  Inox com tratamento anti-dedadas<br />  3 níveis de cozedura<br />  Aquecimento rápido automático<br />  Programas automáticos com sonda térmica<br />  Sistema PYROLUXE® auto-limpeza com alarme<br />  Proposta de temperatura<br />  Regulação electrónica da temperatura<br />  Bloqueio de segurança<br />  Segurança para crianças: Esta segurança previne alterações inadvertidas do programa escolhido<br />  Indicador de calor residual<br />  Botões escamoteáveis<br />  Funções electrónicas: Proposta de temperatura<br> Segurança para crianças<br> Modo demonstração<br> Indicador do tempo de cozedura e programa<br> Interruptor para luz na porta<br> Códigos de erro<br />  Iluminação interior de halogéneo<br />  Iluminação automática com abertura da porta<br />  Porta com dicas: No interior da porta encontra sugestões de utilização que o vão ajudar a tirar o máximo partido das potencialidades do forno.<br />  Porta de fácil limpeza<br />  Ventoinha pára quando a porta é aberta<br />  Ventilador de arrefecimento: O ventilador de arrefecimento inicia automaticamente quando o forno é ligado. Arrefece os componentes electrónicos e o exterior do forno.<br />  Tabuleiros incluídos: 1 tabuleiro para assar esmaltado Combi<br />  Grelhas incluídas: 1 grelha cromada<br />  Modo demonstração<br />  Códigos de erro<br />  Temperaturas: 30°C - 300°C<br />  Limpeza do forno: Pirólise<br />  Dimensões de encastre (AxLxP), em mm: 590x560x550<br />  Dimensões (AxLxP): 594x595x567 mm<br />  <br />  <br />  <br />  ";393,76;https://www.orima.pt/backoffice/img/front/prods/7332543565290/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543565290/7332543565290.png;
Encastre;Fornos;"Fornos Multifunçoes";Aeg;080240;7332543586042;1;"Forno AEG BEE-435111-M";"Forno multifunções com aquecimento com resistência circular<br />  Eficiência energética: A+<br />  Inox com tratamento anti-dedadas<br />  3 níveis de cozedura<br />  Funções electrónicas: Proposta de temperatura<br> Segurança para crianças<br> Modo demonstração<br> Indicador do tempo de cozedura e programa<br> Interruptor para luz na porta<br> Códigos de erro<br />  Iluminação interior de halogéneo<br />  Porta com dicas: No interior da porta encontra sugestões de utilização que o vão ajudar a tirar o máximo partido das potencialidades do forno.<br />  Interior em esmalte de fácil limpeza<br />  Porta de fácil limpeza<br />  Grelhador amovível<br />  Ventilador de arrefecimento: O ventilador de arrefecimento inicia automaticamente quando o forno é ligado. Arrefece os componentes electrónicos e o exterior do forno.<br />  Tabuleiros incluídos: 1 tabuleiro para assar esmaltado Combi<br />  Grelhas incluídas: 1 grelha cromada<br />  Temperaturas: 50°C - 250°C<br />  Limpeza do forno: Aqua Clean<br />  Dimensões de encastre (AxLxP), em mm: 600x560x550<br />  Dimensões (AxLxP): 594x594x568 mm<br />  <br />  ";324,57;https://www.orima.pt/backoffice/img/front/prods/7332543586042/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543586042/7332543586042.png;A+
Encastre;Fornos;"Fornos Multifunçoes";Aeg;080241;7332543623938;1;"Forno AEG BES-331111-M";"Forno multifunções com aquecimento com resistência circular<br />  Inox com tratamento anti-dedadas<br />  3 níveis de cozedura<br />  Funções electrónicas: Proposta de temperatura<br> Segurança para crianças<br> Modo demonstração<br> Indicador do tempo de cozedura e programa<br> Interruptor para luz na porta<br> Códigos de erro<br />  Iluminação interior de halogéneo<br />  Interior em esmalte de fácil limpeza<br />  Porta de fácil limpeza<br />  Grelhador amovível<br />  Ventilador de arrefecimento: O ventilador de arrefecimento inicia automaticamente quando o forno é ligado. Arrefece os componentes electrónicos e o exterior do forno.<br />  Tabuleiros incluídos: 1 tabuleiro para assar esmaltado Combi<br />  Grelhas incluídas: 1 grelha superior cromada<br />  Temperaturas: 50°C - 275°C<br />  Limpeza do forno: Aqua Clean<br />  Dimensões de encastre (AxLxP), em mm: 600x560x550<br />  Dimensões (AxLxP): 589x594x569 mm<br />  ";277,69;https://www.orima.pt/backoffice/img/front/prods/7332543623938/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543623938/7332543623938.png;
Queima;Fogoes;"Fogoes Vitroceramicos";Aeg;080299;7332543652075;1;"Fogao AEG CIB-6642-ABM";"Fogão com forno eléctrico e vitrocerâmica<br />  Tipo de mesa de trabalho: Indução completa<br />  Funções do forno superior: Inferior, Ventilador + iluminacão, Grelhador + superior, Iluminação, Grelhador inferior ventilado, Grelhador ventilado + evaporador, Grelhador ventilado, Superior + Inferior, Grelhador + ventilado + superior<br />  Porta de fácil limpeza<br />  Ventilador de refrigeração: O ventilador de arrefecimento é iniciado automaticamente quando o forno for ligado. Ele resfria os componentes eletrónicos e as partes externas do forno<br />  Altura regulável<br />  Gaveta para armazenamento de utensílios de cozinha<br />  Dimensões (AxLxP): 850x596x600 mm<br />  ";586,03;https://www.orima.pt/backoffice/img/front/prods/7332543652075/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543652075/7332543652075.png;
Queima;Fogoes;"Fogoes Vitroceramicos";Aeg;080303;7332543652068;1;"Fogao AEG CCB-6642-ABM";"Fogão com forno eléctrico e vitrocerâmica<br />  Indicador de calor residual para as zonas de cozedura: 4<br />  Tipo de Forno: Elétrico<br />  Funções do forno superior: Inferior, Ventilador + iluminacão, Grelhador + superior, Grelhador + ventilado + superior , Iluminação, Grelhador inferior ventilado, Grelhador ventilado + evaporador, Grelhador ventilado, Superior + Inferior<br />  Controles para 4 zonas de cozedura de energia regulada<br />  Botões escamoteáveis<br />  Porta de fácil limpeza<br />  Ventilador de refrigeração: O ventilador de arrefecimento é iniciado automaticamente quando o forno for ligado. Ele resfria os componentes eletrónicos e as partes externas do forno<br />  Altura regulável<br />  Gaveta para armazenamento de utensílios de cozinha<br />  Capacidade útil (L): 74<br />  Dimensões (AxLxP): 850x596x600 mm<br />  ";503,89;https://www.orima.pt/backoffice/img/front/prods/7332543652068/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543652068/7332543652068.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill AtÉ 20l";Aeg;080414;7332543631490;1;"Micro Ondas AEG MBB-1756-DEM";"Capacidade: 17 Litros<br />  Potência: 800 W<br />  Grill: 800 W<br />  Nº de Potências: 5 <br />  Display digital<br />  Temporizador até 90 minutos<br />  Sinal acústico<br />  Relógio<br />  Programas automáticos para descongelar por peso<br />  Cocção automática por tipo de alimento<br />  3 programas de memória<br />  Iluminação interior<br />  Segurança para crianças<br />  Abertura eletrónica da porta <br />  Acessórios Incluídos:Grelha<br />  Prato rotativo: 27,2 cm<br />  Aro para encastrar <br />  Cor:Preto / Inox antidedadas <br />  Dimensões (AxLxP): 371x594x316 mm";327,72;https://www.orima.pt/backoffice/img/front/prods/7332543631490/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543631490/7332543631490.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill 21 A 29l";Aeg;080417;7332543713837;1;"Micro Ondas AEG MBE-2657-SEB";"Micro-ondas de integrar<br />  Possibilidade de combinar com outros aparelhos: Debaixo de bancada, Acima do forno<br />  Abertura de porta: Eletrónica<br />  Opções: Micro-ondas<br />  Potência micro-ondas: 900 Watt, 5 níveis<br />  Início automático (+30 seg)<br />  Programas automáticos para descongelar por peso<br />  Segurança para crianças<br />  Sinal acústico<br />  Electrónico com display digital<br />  Controlo de potência tátil<br />  Temporizador até 90 min<br />  Programação sequencial de funções 3<br />  Iluminação interior<br />  Prato rotativo: 325 mm de diâmetro, Vidro<br />  Cor: Preto<br />  Dimensões (AxLxP), em mm: 388x596x404<br />  Dimensões de encastre (AxLxP), em mm: 380x562x500";319,54;https://www.orima.pt/backoffice/img/front/prods/7332543713837/1.jpg;https://www.orima.pt/backoffice/img/front/prods/7332543713837/7332543713837.png;
