gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 9kg";"Siemens | Linha Branca";680442;4242003876435;1;"Maquina Lavar Roupa Siemens WM-14-UPHXES";"Capacidade de carga (kg) 9,0 kg<br />  Velocidade de centrifugação 1.400 rpm<br />  Classe de Eficiência Energética C<br />  Consumo de energia anual (kWh/annum) - NOVO (2010/30/EC) 152,00 kWh/annum<br />  Opções de início retardado Contínuo<br />  Nível de ruído da lavagem (dB(A) re 1 pW) 48 dB (A)<br />  Nível de ruído da centrifugação dB(A) re 1 pW 72 dB (A)<br />  Abertura da porta À esquerda<br />  Sistema de protecção da água Aquastop<br />  Home Connect Sim<br />  Home Connect Features en: Remote Monitoring and Control<br />  Connectivity type en: Wi-Fi<br />  Dimensões (AxLxP) 845x598x590 mm";560,69;https://www.orima.pt/backoffice/img/front/prods/4242003876435/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003876435/4242003876435.png;C
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 9kg";"Siemens | Linha Branca";680443;4242003873939;1;"Maquina Lavar Roupa Siemens WM-14-UPH-1-ES";"Capacidade de carga (kg) 9,0 kg<br />  Velocidade de centrifugação 1.400 rpm<br />  Classe de Eficiência Energética C<br />  Consumo de energia anual (kWh/annum) - NOVO (2010/30/EC) 152,00 kWh/annum<br />  Opções de início retardado Contínuo<br />  Nível de ruído da lavagem (dB(A) re 1 pW) 48 dB (A)<br />  Nível de ruído da centrifugação dB(A) re 1 pW 72 dB (A)<br />  Abertura da porta À esquerda<br />  Sistema de protecção da água Aquastop<br />  Home Connect Sim<br />  Home Connect Features en: Remote Monitoring and Control<br />  Connectivity type en: Wi-Fi<br />  Dimensões (AxLxP) 845x598x590 mm<br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  ";529,5;https://www.orima.pt/backoffice/img/front/prods/4242003873939/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003873939/4242003873939.png;C
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 9kg";"Siemens | Linha Branca";680446;4242003851593;1;"Maquina Lavar Roupa Siemens WM-14-UT-60-ES";"Capacidade de carga (kg) 9,0 kg<br />  Velocidade de centrifugação 1.400 rpm<br />  Classe de Eficiência Energética C<br />  Consumo de energia anual (kWh/annum) - NOVO (2010/30/EC) 152,00 kWh/annum<br />  Abertura da porta À esquerda<br />  Sistema de protecção da água Aquasecure<br />  Comprimento do cabo de alimentação eléctrica (cm) 160 cm<br />  Cor: Branco<br />  Tipo de instalação Instalação livre<br />  Abertura da porta À esquerda<br />  Tipo de instalação Instalação livre<br />  Tipo de carregamento Frente<br />  Material da cuba Plástico<br />  Profundidade com porta aberta a 90 graus (mm) 1.063 mm<br />  Volume do tambor 63 l<br />  Tipo indic. final programa Display de LED´s, Sonora<br />  Indicador de progresso Display de LED´s<br />  Nível de ruído da centrifugação dB(A) re 1 pW 72 dB (A)<br />  Nível de ruído da lavagem (dB(A) re 1 pW) 48 dB (A)<br />  Opções de início retardado Contínuo<br />  Adaptação automática do consumo de água à carga<br />  Água plus<br />  Opções da velocidade de centrifugação Variável<br />  Dimensões (AxLxP) 845x598x590 mm<br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  ";382,69;https://www.orima.pt/backoffice/img/front/prods/4242003851593/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003851593/4242003851593.png;C
Encastre;"Maquinas Lavar Roupa Encastre";"Maquinas Lavar Roupa 8kg Encastre";"Siemens | Linha Branca";680449;4242003876336;1;"Maquina Lavar Roupa Siemens WI-14-W-541-ES";"Capacidade de carga: 8 kg<br />  Classe de Eficiencia Energética: C<br />  Consumo de energia/água: 176 kWh/11000 litros por ano, com base nos programas da norma<br />  Centrifugação máx: 1400 rpm<br />  Totalmente integrável<br />  varioSpeed: para reduzir a duração do programa para metade<br />  Função de recarga<br />  Display grande para indicação do decurso do programa, temperatura, velocidade de centrifugação, programação fim diferido 24 h e recomendação de carga<br />  timeLight: projecção do estado do programa para o solo, apesar do aparelho se encontrar integrado.<br />  Motor iQdrive, extremamente económico e silencioso com 10 anos de garantia., Motor iQdrive com 10 anos de garantia<br />  Motor iQdrive com 10 anos de garantia<br />  aquaStop com garantia. Protecção contra fugas de água<br />  waterPerfect: gestão inteligente e ecológica de água<br />  Programa para limpeza automática de tambor com aviso tipo lembrete<br />  Sistema contínuo de ajuste automático de carga<br />  Reconhecimento de nível superior de espuma<br />  Electrónica de controlo de desequilíbrios<br />  Isolamento sonoro na base do aparelho<br />  Gaveta de detergente com auto-limpeza<br />  Separador para detergente líquido<br />  Sinal acústico de fim de programa<br />  Óculo de 30 cm de diâmetro com ângulo de abertura de 130 °<br />  Abertura da porta do móvel permutável<br />  Gancho de fecho de porta em metal<br />  Medidas AxLxP (cm): 81.8 x 59.6 x 54.4<br />  Pés traseiros ajustáveis pela parte frontal do aparelho<br />  <br />  ";663,53;https://www.orima.pt/backoffice/img/front/prods/4242003876336/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003876336/4242003876336.png;C
Encastre;"Maquinas Lavar Roupa Encastre";"Maquinas Lavar Roupa 7kg Encastre";"Siemens | Linha Branca";680451;4242003876312;1;"Maquina Lavar Roupa Siemens WI-12-W-324-ES";"Motor IQdrive com 10 anos de garantia<br />  Capacidade de carga: 7 kg<br />  Velocidade máxima rotação: 1200 rpm<br />  Controle de desequilíbrio<br />  Indicação do tempo restante, status do programa e final diferido até 24 horas<br />  varioSpeed<br />  Função Pausar + carregar: adiciona itens esquecidos durante o ciclo de lavagem.<br />  Consumo anual de energia e água: 157 kWh / 10.560 litros<br />  Programas especiais: drenagem / centrifugação, camisas / negócios, mistura, expressar 15/30 min, lã, delicada / seda<br />  Sistema anti-vazamento de água: aquaSecure<br />  Possibilidade de instalar a porta do armário à direita e à esquerda<br />  Sistema cardan: ajuste de nivelamento frontal<br />  Classe de eficiência energética: C <br />  Dimensões (AxLxP): 818x596x544 mm<br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  <br />  ";472,73;https://www.orima.pt/backoffice/img/front/prods/4242003876312/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003876312/4242003876312.png;C
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 10kg";"Siemens | Linha Branca";680453;4242003887585;1;"Maquina Lavar Roupa Siemens WM-16-XKH-1-ES";"Capacidade de carga: 10 kg<br />  Classe de Eficiencia Energética: C<br />  Consumo de energia/água: 167 kWh/12100 litros por ano<br />  Centrifugação máx: 1600 rpm<br />  Nível de ruído na lavagem no programa standard algodão 60°C com carga completa em dB (A) re 1 pW: 48<br />  Programa para limpeza automática de tambor com aviso tipo lembrete<br />  Função Recarga para adicionar roupa esquecida<br />  Motor iQdrive com 10 anos de garantia<br />  Indicação de carga com recomendação de dosagem<br />  Identificação precisa de carga no inicio do programa devido a tecnologia de medição inteligente.<br />  waterPerfect: gestão inteligente e ecológica de água<br />  Sensor de lavagem para resultados de lavagem perfeitos<br />  Sensor de débito de água para optimização do consumo<br />  aquaStop com garantia. Protecção contra fugas de água<br />  ecoInfo: indicação gráfica de consumos de água e energia antes do início do programa<br />  Reconhecimento de nível superior de espuma<br />  Indicação de sobredosagem<br />  Electrónica de controlo de desequilíbrios<br />  Segurança para crianças<br />  Gaveta de detergente com auto-limpeza <br />  Pode ser colocado sob bancadas com 85 cm de altura<br />  Dimensõess (AXLxP): 84.8 cm x 59.8 cm x 59.0 cm<br />  Profundidade: 59.0 cm<br />  Profundidade incluindo óculo: 63.2 cm<br />  Profundidade do aparelho com porta aberta: 106.3 cm<br />  <br />  <br />  <br />  <br />  ";766,35;https://www.orima.pt/backoffice/img/front/prods/4242003887585/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003887585/4242003887585.png;C
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 9kg";"Siemens | Linha Branca";680454;4242003886106;1;"Maquina Lavar Roupa Siemens WM-14-UQ-9-XES";"Cor Inox<br />  Tipo de carga Carregamento frontal<br />  Dobradiça da porta Esquerdo<br />  Tipo de controlo Rotativo<br />  Tipo Independente<br />  Panel-ready<br />  Material do tambor Plástico<br />  Volume do cilindro 63 l<br />  Visor incorporado<br />  Cor da porta Preto<br />  Tipo de monitor LED<br />  Capacidade de Carga 9 kg<br />  Velocidade de Centrifugação 1400 RPM<br />  Protecção para crianças<br />  Auto-limpeza<br />  Sinal sonoro<br />  Indicador de mensagem de erro<br />  Botão ligar/desligar<br />  Restante tempo indicado<br />  Assistente de dosagem<br />  Classe de eficiência energética C<br />  Consumo anual de energia de lavagem 152 kWh<br />  Consumo anual de água de lavagem 11220 l<br />  <br />  <br />  <br />  <br />  ";606,76;https://www.orima.pt/backoffice/img/front/prods/4242003886106/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003886106/4242003886106.png;C
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 9kg";"Siemens | Linha Branca";680461;4242003893081;1;"Maquina Lavar Roupa Siemens WM-12-US-61-ES";"Capacidade de carga: 9 kg<br />  Classe de Eficiencia Energética: C<br />  Consumo de energia/água: 152 kWh/11220 litros por ano<br />  Potência consumida ponderada no modo desligado / não desligado: 0.1 W / 0.5 W<br />  Classe de eficiencia de centrifugação: B<br />  Centrifugação máx: 1200 rpm<br />  i-Dos: dosagem automática de detergente líquido e amaciador<br />  Função de recarga: permite interromper o programa para adicionar roupa esquecida.<br />  Display grande de LED com indicação do decorrer do programa, temperatura, velocidade máx. de centrifugação, tempo residual e pré-programação de 24 h de fim de programa, recomendação de carga e indicação do consumo<br />  waveDrum para lavagens especialmente cuidadosas<br />  Programa para limpeza automática de tambor com aviso tipo lembrete<br />  Função Recarga para adicionar roupa esquecida<br />  Motor iQdrive com 10 anos de garantia<br />  Indicação de carga com recomendação de dosagem<br />  Identificação precisa de carga no inicio do programa devido a tecnologia de medição inteligente.<br />  waterPerfect: gestão inteligente e ecológica de água<br />  Sensor de lavagem para resultados de lavagem perfeitos<br />  Protecção múltipla contra inundações. Protecção contra fugas de água<br />  Reconhecimento de nível superior de espuma<br />  Electrónica de controlo de desequilíbrios<br />  Segurança para crianças<br />  Gaveta de detergente com auto-limpeza<br />  Pode ser colocado sob bancadas com 85 cm de altura<br />  Dimensõess (AXLxP): 84.5 cm x 59.8 cm x 59.0 cm";459,43;https://www.orima.pt/backoffice/img/front/prods/4242003893081/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003893081/4242003893081.png;C
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre S/grill 21 A 29l";"Siemens | Linha Branca";680509;4242003676431;2;"Micro Ondas Siemens BF-634-RGS-1";"Micro-ondas, potência máxima: 900 W<br> 5 níveis de potência (90 W,180 W,360 W,600 W,900 W)<br />  Tecnologia innoWave - aquecimento mais rápido e eficiente, através de uma distribuição ótima das ondas, sem necessidade de prato giratório.<br />  Volume: 21 litros<br />  Comandos: touchControl<br />  Interior da porta em vidro<br />  Visor TFT (2,8?) - visor TFT com textos cores e teclas laterais tácteis<br />  Abertura lateral à direita<br />  cookControl: Programas automáticos<br />  Número de programas automáticos: 7<br />  Iluminação interior por LED<br />  Botão ?Info?<br />  Tecla de abertura<br />  Tecla de início/fim<br />  Dimensões do aparelho (AxLxP): 382 x 594 x 318 mm<br />  Dimensões do nicho (AxLxP): 362-382 x 560-568 x 300 mm<br />  ";384,45;https://www.orima.pt/backoffice/img/front/prods/4242003676431/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003676431/4242003676431.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill 21 A 29l";"Siemens | Linha Branca";680512;4242003676400;2;"Micro Ondas Siemens BF-634-LGS-1";"2 modalidades de aquecimento: Microondas, Grill variável<br />  Grill em combinação com níveis de potência de microondas 360/180/90 W<br />  Microondas com tecnologia Inverter<br> Potência máxima: 900 W<br> 5 níveis de potência (90 W,180 W,360 W,600 W,900 W)<br />  Volume: 21 litros<br />  touchControl<br />  Visor TFT (2,8?) - visor TFT com textos cores e teclas laterais tácteis<br />  Abertura lateral à direita<br />  cookControl: Programas automáticos<br />  Número de programas automáticos: 10<br />  Iluminação interior por LED<br />  Botão ""Info""<br />  Tecla de abertura<br />  Dimensões do aparelho: A382 x L594 x P318 mm<br />  Dimensões do nicho: A362-382 x L560-568 x P300 mm";384,45;https://www.orima.pt/backoffice/img/front/prods/4242003676400/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003676400/4242003676400.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill = > 30l";"Siemens | Linha Branca";680515;4242003676424;1;"Micro Ondas Siemens BF-634-LGW-1";"Microondas com tecnologia Inverter<br> Potência máxima: 900 W<br> 5 níveis de potência (90 W,180 W,360 W,600 W,900 W)<br />  Volume: 21 litros<br />  touchControl<br />  Interior da porta em vidro<br />  Visor TFT (2,8?) - visor TFT com textos cores e teclas laterais tácteis<br />  Abertura da porta à esquerda<br />  cookControl: Programas automáticos<br />  Número de programas automáticos: 7<br />  Iluminação interior por LED<br />  Botão ?Info?<br />  Tecla de abertura<br />  Tecla de início/fim<br />  Dimensões do aparelho (AxLxP): 382 x 594 x 318 mm<br />  Dimensões do nicho (AxLxP): 362-382 x 560-568 x 300 mm";385,78;https://www.orima.pt/backoffice/img/front/prods/4242003676424/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003676424/4242003676424.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill AtÉ 20l";"Siemens | Linha Branca";680525;4242003430576;1;"Micro Ondas Siemens HF-15-G-561";"800 W Microondas<br />  5 níveis de potência: 800 W, 600 W, 360 W, 180 W, 90 W<br />  Potência grill 1000 W<br />  Grill em combinação com níveis de potência de micro-ondas 360/180/90 W<br />  Volume: 17 litros<br />  Dimensões do aparelho (AxLxP): 280 x 453 x 320 mm<br />  Dimensões do nicho (AxLxP): 362-362 x 560-560 x 300 mm<br />  Integrável num armário de 60 cm de largura (minímo 30 cm profundidade), Integrável num armário alto";163,57;https://www.orima.pt/backoffice/img/front/prods/4242003430576/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003430576/4242003430576.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre C/grill AtÉ 20l";"Siemens | Linha Branca";680527;4242003805640;1;"Micro Ondas Siemens BE-525-LMS-0";"Potência máxima: 800 W<br> 5 níveis de potência do micro-ondas: 90 W, 180 W, 360 W, 600 W, 800 W<br />  Potência grill 1 kW<br />  Micro-ondas e grill com utlilização independente<br />  Volume da cavidade: 20 l<br />  Interior da cavidade: Inox<br />  Display LED<br />  Relógio electrónico, com regulação da duração e fim de confecção<br />  Comandos: touchControl<br />  Utilização fácil: especialmente simples e confortável de funcionar<br />  cookControl 8 programas automáticos<br />  4 programas de descongelação, 3 programas na função micro-ondas e 1 programa com função combinável<br />  função memória (1 nível)<br />  Iluminação interior por LED<br />  Diâmetro do prato giratório 25,5 cm<br />  Abertura da porta à esquerda<br />  Porta com abertura eletrónica<br />  1 x Grelha, 1 x Prato rotativo<br />  Segurança e ambiente:<br />  Desligar automático de segurança do forno<br />  Interruptor contacto da porta<br />  Turbina de arrefecimento<br />  Dimensões do aparelho (AxLxP): 382x594x317 mm<br />  Dimensões do nicho (AxLxP): 362-365x560-568x300 mm";209,25;https://www.orima.pt/backoffice/img/front/prods/4242003805640/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003805640/4242003805640.png;
Encastre;"Micro Ondas Encastre";"Micro Ondas Encastre S/grill AtÉ 20l";"Siemens | Linha Branca";680528;4242003805527;2;"Micro Ondas Siemens BF-525-LMS-0";"Potência máxima: 800 W<br> 5 níveis de potência do micro-ondas: 90 W, 180 W, 360 W, 600 W, 800 W<br />  Volume da cavidade: 20 l<br />  Interior da cavidade: Inox<br />  Relógio electrónico, com regulação da duração e fim de confecção<br />  Comandos: touchControl<br />  Utilização fácil: especialmente simples e confortável de funcionar<br />  cookControl 7 programas automáticos<br />  4 programas de descongelação e 3 programas na função micro-ondas.<br />  função memória (1 nível)<br />  Iluminação interior por LED<br />  Diâmetro do prato giratório 25,5 cm<br />  Abertura da porta à esquerda<br />  1 x Prato rotativo<br />  Desligar automático de segurança do forno<br />  Interruptor contacto da porta<br />  Turbina de arrefecimento<br />  Dimensões do aparelho (AxLxP): 382x594x317 mm<br />  Dimensões do nicho (AxLxP): 362-365x560-568x300 mm";196,9;https://www.orima.pt/backoffice/img/front/prods/4242003805527/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003805527/4242003805527.png;
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680641;4242003761274;1;"Chamine Siemens LC-97-FVW-60";"Iluminação através de 2 focos LED de 3W<br />  Intensidade iluminação: 460 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A*<br />  Consumo anual de energia: 37.2 kWh/ano*<br />  Classe de eficiência de dinâmica dos fluidos: A*<br />  Classe de eficiência de iluminação: A<br />  Classe de eficiência de filtragem de gorduras: B<br />  Ruído MIN./MAX. no nível normal: 43/57 dB<br />  Potência de ligação: 150 W<br />  Medidas do aparelho em recirculação de ar sem chaminé (AxLxP):500 mm x 890 x 263 mm<br />  Medidas do aparelho em recirculação de ar com chaminé (AxLxP): 1029-1299 x 890 x 263 mm<br />  <br />  ";860,73;https://www.orima.pt/backoffice/img/front/prods/4242003761274/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003761274/4242003761274.png;A
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680642;4242003761083;1;"Chamine Siemens LC-91-KWW20";"Medidas do aparelho em saída de ar (AxLxP): 930-1200 x 890 x 499 mm<br />  Medidas do aparelho em recirculação de ar sem chaminé (AxLxP): 454 mm x 890 x 499 mm<br />  Medidas do aparelho em recirculação de ar com chaminé (AxLxP): 990-1260 x 890 x 499 mm<br />  Medidas do aparelho em recirculação de ar com o Módulo ClearAir (AxLxP):<br />  1120 x 890 x 499 mm - montagem com chaminé exterior<br />  1190-1460 x 890 x 499 mm - montagem com chaminé telescópica<br />  Potência de ligação: 270 W<br />  Classe Energética A+ <br />  Largura: 90cm <br />  Capacidade maxima de extração: 950M3/H <br />  Branco<br />  Consumo anual de energia: 30.1 kWh/ano<br />  <br />  ";860,73;https://www.orima.pt/backoffice/img/front/prods/4242003761083/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003761083/4242003761083.png;A+
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680654;4242003805978;2;"Chamine Siemens LC-97-BHM-50";"Potência de exaustão em modo de saída de ar de acordo com a norma DIN/EN 61591: nível máximo 450 m3/h<br> nível intensivo 710 m3/h<br />  Nível de ruído de acordo com as normas EN 60704-3 e EN 60704-2-13 em saída de ar: Máximo: 65 dB(A) re 1 pW que corresponde a 53 dB(A)<br> Intensivo: 74 dB(A) re 1 pW que corresponde a 62 dB(A)<br />  Opção modo de saída de ar ou recirculação de ar<br />  Para utilização em modo de recirculação é necessário adquirir o módulo para recirculação standard ou CleanAir (acessórios)<br />  Motor de alta eficácia de dupla turbina<br />  Motor com condensador de baixo consumo<br />  Controlo touchControl (3 + 1 nível intensivo) com iluminação LED<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Filtro inox de fácil limpeza<br />  Box design<br />  Iluminação através de 2 focos LED de 1,5W<br />  Intensidade iluminação: 221 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: B<br />  Medidas do aparelho em saída de ar (AxLxP): 635-965x900x500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 635-1075x900x500 mm";283,32;https://www.orima.pt/backoffice/img/front/prods/4242003805978/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003805978/4242003805978.png;B
Encastre;Chamines;"Chamines 90cm";"Siemens | Linha Branca";680655;4242003797013;1;"Chamine Siemens LC-96-BBC-50";"Capacidade de extração segundo a norma DIN/EN 61591: no modo normal máx. 590 m³/h<br />  Nível de ruído em modo de recirculação:<br />  Máximo: 75 dB(A) re 1 pW que corresponde a (63 dB(A) re 20 µPa)<br />  Opção modo de saída de ar ou recirculação de ar<br />  Para utilização em modo de recirculação é necessário adquirir o módulo para recirculação standard ou CleanAir (acessórios)<br />  Motor de alta eficácia de dupla turbina<br />  Motor com condensador de baixo consumo<br />  Controlo Teclas<br />  3 níveis de potência<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  Box design<br />  Iluminação através de 2 focos LED de 1,5W<br />  Intensidade iluminação: 90 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: A<br />  Medidas do aparelho em saída de ar (AxLxP): 635-965x900x500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 635-1075x900x500 mm<br />  ";196,9;https://www.orima.pt/backoffice/img/front/prods/4242003797013/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003797013/4242003797013.png;A
Encastre;Chamines;"Chamines 70cm";"Siemens | Linha Branca";680656;4242003811160;1;"Chamine Siemens LC-77-BHM-50";"Potência de exaustão em modo de saída de ar de acordo com a norma DIN/EN 61591: nível máximo 450 m3/h<br> nível intensivo 710 m3/h<br />  Nível de ruído de acordo com as normas EN 60704-3 e EN 60704-2-13 em saída de ar: Máximo: 65 dB(A) re 1 pW que corresponde a 53 dB(A)<br> Intensivo: 74 dB(A) re 1 pW que corresponde a 62 dB(A)<br />  Opção modo de saída de ar ou recirculação de ar<br />  Para utilização em modo de recirculação é necessário adquirir o módulo para recirculação standard ou CleanAir (acessórios)<br />  Motor de alta eficácia de dupla turbina<br />  Motor com condensador de baixo consumo<br />  Controlo touchControl (3 + 1 nível intensivo) com iluminação LED<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Filtro inox de fácil limpeza<br />  Box design<br />  Iluminação através de 2 focos LED de 1,5W<br />  Intensidade iluminação: 221 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: B <br />  Medidas do aparelho em saída de ar (AxLxP): 635-965x750x500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 635-1075x750x500 mm<br />  ";270,97;https://www.orima.pt/backoffice/img/front/prods/4242003811160/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003811160/4242003811160.png;B
Encastre;Chamines;"Chamines 60cm";"Siemens | Linha Branca";680657;4242003811108;1;"Chamine Siemens LC-67-BHM-50";"Potência de exaustão em modo de saída de ar de acordo com a norma DIN/EN 61591: nível máximo 450 m3/h<br> nível intensivo 720 m3/h<br />  Nível de ruído de acordo com as normas EN 60704-3 e EN 60704-2-13 em saída de ar: Máximo: 64 dB(A) re 1 pW que corresponde a 52 dB(A)<br> Intensivo: 73 dB(A) re 1 pW que corresponde a 61 dB(A)<br />  Opção modo de saída de ar ou recirculação de ar<br />  Para utilização em modo de recirculação é necessário adquirir o módulo para recirculação standard ou CleanAir (acessórios)<br />  Motor de alta eficácia de dupla turbina<br />  Motor com condensador de baixo consumo<br />  Controlo touchControl (3 + 1 nível intensivo) com iluminação LED<br />  Extracção intensiva com redução automática para o nível 2 após 6 minutos<br />  Filtro inox de fácil limpeza<br />  Box design<br />  Iluminação através de 2 focos LED de 1,5W<br />  Intensidade iluminação: 250 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Medidas do aparelho em saída de ar (AxLxP): 635-965x600x500 mm<br />  Medidas do aparelho em recirculação de ar (AxLxP): 635-1075x600x500 mm<br />  ";252,45;https://www.orima.pt/backoffice/img/front/prods/4242003811108/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003811108/4242003811108.png;
Encastre;Exaustores;"Exaustores Gaveta";"Siemens | Linha Branca";680661;4242003717851;1;"Exaustor Siemens LI-64-MB-520";"Para instalação em armário especial (60 cm de largura)<br />  Modo de funcionamento / potência:<br />  Capacidade de extração segundo a norma DIN/EN 61591: no modo normal máx. 400 m³/h<br />  Nível de ruído em funcionamento máx.normal em modo de exaustão: 54 dB (A), corresponde 68 dB (re 1 pW) segundo a norma EN 60704-3 e EN 60704-2-13<br />  Opção modo de saída de ar ou recirculação de ar<br />  Para recirculação é necessário kit (acessório de recirculação)<br />  Controlo Selector independente<br />  3 níveis de potência<br />  Filtro metálico, lavável na máquina de lavar loiça<br />  Iluminação através de 1 focos LED de 3W<br />  Intensidade iluminação: 468 lux<br />  Temperatura / aparência da cor da lâmpada: 3500 K<br />  Classe de eficiência energética: B <br />  Medidas do aparelho (AxLxP): 203 x 598 x 290 mm<br />  Dimensões do nicho (AxLxP): 162 x 526 x 290 mm<br />  Diâmetro da conduta Ø 150 mm (Ø 120 mm incluído)<br />  Potência de ligação: 108 W";129,16;https://www.orima.pt/backoffice/img/front/prods/4242003717851/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003717851/4242003717851.png;B
Encastre;Exaustores;"Exaustores Integraveis";"Siemens | Linha Branca";680664;4242003845516;1;"Exaustor Siemens LB-59584-M";"Potência máxima de extracção: 730 m³/h<br />  Tipo de extracção: Conduzido/recirculante<br />  Classe Eficiência Dinâmica Fluídos: A<br />  Modelo: Embutido no teto<br />  Cor da caixa: Inox<br />  Material do corpo do produto: Vidro, Inox<br />  Tipo de filtro de gordura: Alumínio<br />  Classe de eficiência energética: A++<br />  Potência do motor: 170 W<br />  Consumo de energia anual: 30 kWh<br />  Dimensões (AxLxP): 418x520x300 mm<br />  ";301,83;https://www.orima.pt/backoffice/img/front/prods/4242003845516/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003845516/4242003845516.png;A++
Encastre;Exaustores;"Exaustores Teto";"Siemens | Linha Branca";680667;4242003831663;1;"Exaustor Siemens LR-97-CBS-20";"Aspiração/Extracção:798 m3/hora<br />  Ef. fluído dinâmica:A <br />  Ef. iluminação:A <br />  Ef. filtragem gordura:E <br />  Classe Energética:A <br />  Consumo:36,1 kWh/ano<br />  Nº de Lâmpadas:4 x 3 W <br />  Filtro:Metálico <br />  Nível de Ruído:56 dB<br />  Controlo e início remoto através da App<br />  Função Home Connect<br />  Sistema cookConnect<br />  Função Intervalo<br />  Função controlo de voz<br />  Função Silêncio<br />  Motor iQdrive<br />  Extração intensiva com redução automática para o nível 2 após 6 minutos<br />  Ventilação com desligar automático após 10 minutos<br />  Indicador do grau de saturação do filtro metálico ou filtro de carvão<br />  Iluminação LED<br />  SoftLight: iluminação gradual ao ligar e desligar a luz<br />  Função Dimmer<br />  Interior blindado <br />  Cor:Branco <br />  Dimensões (LxP): 900x500 mm<br />  ";1057,22;https://www.orima.pt/backoffice/img/front/prods/4242003831663/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242003831663/4242003831663.png;A
